datetime,temperature,humidity,pressure,altitude,wind_speed_km_h,wind_direction,gust,description,latitude,longitude
2021-12-03 07:00:03.223533,26.61,81.65,1010.53,22.67,2.97,N,5.41,overcast clouds,10.3,79.8
2021-12-03 08:00:02.733988,27.36,79.21,1011.31,16.16,2.97,N,5.41,overcast clouds,10.3,79.8
2021-12-03 09:00:04.131156,28.07,76.37,1012.18,8.93,3.76,NNE,4.79,overcast clouds,10.3,79.8
2021-12-03 10:00:02.633473,28.71,75.85,1012.42,6.93,3.4,NNE,4.05,overcast clouds,10.3,79.8
2021-12-03 11:00:04.785793,29.24,71.49,1011.73,12.7,3.54,N,4.1,overcast clouds,10.3,79.8
2021-12-03 12:00:02.372795,29.67,69.47,1010.53,22.68,3.53,N,4.09,broken clouds,10.3,79.8
2021-12-03 13:00:02.620703,29.78,68.98,1009.5,31.26,3.64,NNE,4.08,overcast clouds,10.3,79.8
2021-12-03 14:00:02.737204,30.32,70.8,1008.49,39.7,3.69,NNE,4.03,overcast clouds,10.3,79.8
2021-12-03 15:00:04.330204,30.27,71.67,1008.1,42.95,3.05,N,3.23,overcast clouds,10.3,79.8
2021-12-03 16:00:02.259420,30.29,71.32,1008.18,42.31,2.96,NNE,3.06,overcast clouds,10.3,79.8
2021-12-03 17:00:02.281224,30.05,72.51,1008.52,39.49,2.6,NE,3.35,overcast clouds,10.3,79.8
2021-12-03 18:00:03.031752,29.91,74.31,1009.0,35.46,2.35,NE,2.78,overcast clouds,10.3,79.8
2021-12-03 19:00:02.864058,29.51,76.79,1009.95,27.51,2.35,NE,2.78,overcast clouds,10.3,79.8
2021-12-03 20:00:02.920358,29.4,77.8,1010.87,19.81,3.12,ENE,3.82,overcast clouds,10.3,79.8
2021-12-03 21:00:02.897641,29.38,74.54,1011.66,13.21,3.34,ENE,4.65,overcast clouds,10.3,79.8
2021-12-03 22:00:03.099762,29.56,73.63,1011.77,12.37,3.02,ENE,4.25,overcast clouds,10.3,79.8
2021-12-03 23:00:02.892059,29.3,74.04,1011.17,17.37,2.98,ENE,4.25,overcast clouds,10.3,79.8
2021-12-04 00:00:03.303296,29.09,74.04,1010.73,20.96,2.88,ENE,4.23,overcast clouds,10.3,79.8
2021-12-04 01:00:03.094709,28.96,74.14,1010.38,23.95,2.77,NE,4.13,overcast clouds,10.3,79.8
2021-12-04 02:00:03.177589,28.85,74.2,1009.61,30.34,2.5,NE,3.5,overcast clouds,10.3,79.8
2021-12-04 03:00:03.121128,28.88,74.96,1008.94,35.92,2.12,NNE,2.81,overcast clouds,10.3,79.8
2021-12-04 04:00:03.312278,28.93,76.03,1009.53,30.98,2.0,NNE,2.49,overcast clouds,10.3,79.8
2021-12-04 05:00:05.228942,29.04,76.17,1009.88,28.1,2.08,N,2.52,overcast clouds,10.3,79.8
2021-12-04 06:00:02.974379,28.91,77.03,1010.32,24.44,2.46,N,3.35,overcast clouds,10.3,79.8
2021-12-04 07:00:02.912713,28.77,77.87,1011.08,18.1,2.4,N,3.13,overcast clouds,10.3,79.8
2021-12-04 08:00:02.936288,28.84,78.46,1012.24,8.45,2.28,N,2.56,overcast clouds,10.3,79.8
2021-12-04 09:00:02.920721,28.96,77.91,1012.73,4.33,2.36,NNE,2.32,overcast clouds,10.3,79.8
2021-12-04 10:00:04.585903,29.06,75.8,1012.3,7.87,2.15,NNE,1.87,overcast clouds,10.3,79.8
2021-12-04 11:00:02.876743,29.23,74.56,1012.06,9.91,1.91,NE,1.64,overcast clouds,10.3,79.8
2021-12-04 12:00:03.058070,29.71,72.04,1011.1,17.91,1.57,ENE,1.62,broken clouds,10.3,79.8
2021-12-04 13:00:02.945339,29.87,71.04,1009.91,27.86,1.48,E,1.42,broken clouds,10.3,79.8
2021-12-04 14:00:02.910403,29.68,77.81,1009.0,35.49,1.48,E,1.42,broken clouds,10.3,79.8
2021-12-04 15:00:04.547669,29.57,79.52,1008.66,38.27,1.95,ESE,1.42,broken clouds,10.3,79.8
2021-12-04 16:00:02.311521,29.76,74.47,1008.33,41.03,2.99,SE,2.47,broken clouds,10.3,79.8
2021-12-04 17:00:02.930314,29.68,77.59,1008.96,35.78,3.43,SE,4.29,broken clouds,10.3,79.8
2021-12-04 18:00:03.026051,29.29,77.28,1009.57,30.65,2.65,SE,3.84,scattered clouds,10.3,79.8
2021-12-04 19:00:04.570917,29.49,78.41,1010.35,24.15,2.15,SSE,2.94,few clouds,10.3,79.8
2021-12-04 20:00:02.913227,29.51,78.81,1011.55,14.18,1.49,SSE,1.84,few clouds,10.3,79.8
2021-12-04 21:00:02.930959,29.35,80.18,1011.9,11.27,1.66,SSE,1.88,few clouds,10.3,79.8
2021-12-04 22:00:02.931929,29.46,80.87,1012.21,8.69,1.51,S,1.63,few clouds,10.3,79.8
2021-12-04 23:00:02.927954,29.38,79.31,1012.09,9.65,1.64,SSW,1.75,few clouds,10.3,79.8
2021-12-05 00:00:02.927336,29.28,79.48,1011.67,13.14,1.64,SW,1.73,clear sky,10.3,79.8
2021-12-05 01:00:02.873881,29.2,79.21,1011.27,16.48,1.58,SW,1.68,clear sky,10.3,79.8
2021-12-05 02:00:02.970755,29.14,78.5,1010.54,22.62,1.44,SW,1.54,clear sky,10.3,79.8
2021-12-05 03:00:02.933226,29.17,78.35,1009.89,28.05,1.71,SW,1.89,clear sky,10.3,79.8
2021-12-05 04:00:02.927520,29.07,78.78,1009.87,28.21,1.69,SW,1.84,clear sky,10.3,79.8
2021-12-05 05:00:02.959086,29.04,78.85,1010.45,23.31,1.6,SW,1.77,clear sky,10.3,79.8
2021-12-05 06:00:02.913875,28.95,79.8,1010.96,19.1,0.5,S,0.66,scattered clouds,10.3,79.8
2021-12-05 07:00:02.892371,28.93,80.28,1011.61,13.63,0.34,ENE,0.6,few clouds,10.3,79.8
2021-12-05 08:00:02.919425,28.78,80.44,1012.51,6.17,0.97,NNE,0.84,few clouds,10.3,79.8
2021-12-05 09:00:02.939813,29.01,78.48,1012.51,6.17,0.78,ESE,1.07,clear sky,10.3,79.8
2021-12-05 10:00:02.846512,29.45,74.09,1012.23,8.47,1.7,ESE,1.46,few clouds,10.3,79.8
2021-12-05 11:00:02.965313,29.65,74.32,1011.57,13.98,1.94,SE,1.42,few clouds,10.3,79.8
2021-12-05 12:00:03.199406,30.22,76.29,1010.29,24.71,0.88,ESE,1.22,scattered clouds,10.3,79.8
2021-12-05 13:00:02.874362,30.3,76.64,1009.21,33.68,0.88,ESE,1.22,scattered clouds,10.3,79.8
2021-12-05 14:00:02.940717,30.49,75.6,1008.44,40.1,2.2,ESE,1.56,scattered clouds,10.3,79.8
2021-12-05 15:00:02.901908,30.39,74.37,1007.81,45.38,2.18,ESE,1.64,scattered clouds,10.3,79.8
2021-12-05 16:00:02.416304,30.23,74.65,1007.34,49.34,2.92,ESE,2.11,scattered clouds,10.3,79.8
2021-12-05 17:00:02.923136,29.99,73.89,1007.65,46.71,3.43,ESE,4.17,scattered clouds,10.3,79.8
2021-12-05 18:00:02.885125,29.87,74.9,1008.3,41.3,2.74,SE,3.47,clear sky,10.3,79.8
2021-12-05 19:00:02.838165,29.88,77.01,1009.12,34.41,2.55,SE,3.43,clear sky,10.3,79.8
2021-12-05 20:00:02.917771,29.59,79.75,1010.2,25.46,2.15,SE,3.02,clear sky,10.3,79.8
2021-12-05 21:00:02.868170,29.73,77.76,1011.14,17.62,2.35,SE,3.16,clear sky,10.3,79.8
2021-12-05 22:00:02.937634,29.74,79.48,1011.3,16.24,2.13,ESE,2.49,clear sky,10.3,79.8
2021-12-05 23:00:02.898810,29.58,79.6,1011.25,16.65,1.91,SE,2.29,clear sky,10.3,79.8
2021-12-06 00:00:03.018465,29.58,80.21,1010.52,22.74,1.59,SE,1.85,clear sky,10.3,79.8
2021-12-06 01:00:02.998219,29.56,80.59,1010.31,24.54,1.53,SE,1.79,few clouds,10.3,79.8
2021-12-06 02:00:02.942483,29.55,81.04,1009.46,31.63,1.62,SE,2.0,few clouds,10.3,79.8
2021-12-06 03:00:02.968010,29.52,81.35,1009.08,34.81,1.62,SE,2.0,few clouds,10.3,79.8
2021-12-06 04:00:02.973788,29.51,81.83,1009.0,35.45,2.95,ESE,3.59,few clouds,10.3,79.8
2021-12-06 05:00:02.935251,29.59,81.95,1009.17,33.99,2.79,E,3.62,scattered clouds,10.3,79.8
2021-12-06 06:00:03.012636,28.86,74.42,1010.32,24.46,1.46,ESE,1.73,clear sky,10.3,79.8
2021-12-06 07:00:02.960406,28.81,75.89,1010.83,20.14,1.56,ESE,2.13,clear sky,10.3,79.8
2021-12-06 08:00:04.753261,28.08,78.8,1011.64,13.45,2.15,ESE,2.58,clear sky,10.3,79.8
2021-12-06 09:00:02.874094,27.91,79.16,1012.4,7.12,2.33,ESE,2.6,few clouds,10.3,79.8
2021-12-06 10:00:02.883156,27.97,78.49,1012.53,6.03,2.33,ESE,2.6,few clouds,10.3,79.8
2021-12-06 11:00:02.979471,28.45,75.96,1011.91,11.13,3.14,ESE,2.91,scattered clouds,10.3,79.8
2021-12-06 12:00:02.918436,28.78,74.75,1011.07,18.16,3.57,ESE,3.09,scattered clouds,10.3,79.8
2021-12-06 13:00:02.839172,28.77,76.01,1010.22,25.28,3.3,E,2.95,scattered clouds,10.3,79.8
2021-12-06 14:00:03.820993,29.08,75.41,1009.05,35.03,3.5,E,3.16,scattered clouds,10.3,79.8
2021-12-06 15:00:02.927143,29.15,74.98,1008.14,42.63,3.2,E,3.09,scattered clouds,10.3,79.8
2021-12-06 16:00:02.443181,29.59,75.07,1008.27,41.54,3.16,E,3.07,scattered clouds,10.3,79.8
2021-12-06 17:00:05.452409,29.45,74.57,1008.76,37.46,3.25,E,4.23,broken clouds,10.3,79.8
2021-12-06 18:00:02.958044,29.35,77.66,1009.17,34.06,3.11,E,4.53,broken clouds,10.3,79.8
2021-12-06 19:00:02.859105,29.1,75.75,1010.22,25.28,3.05,E,4.71,broken clouds,10.3,79.8
2021-12-06 20:00:06.238193,28.72,76.85,1010.96,19.05,2.97,ENE,4.67,overcast clouds,10.3,79.8
2021-12-06 21:00:03.339234,28.57,78.1,1011.39,15.48,3.12,ENE,4.94,broken clouds,10.3,79.8
2021-12-06 22:00:06.081689,28.94,79.31,1011.32,16.11,3.0,ENE,4.49,broken clouds,10.3,79.8
2021-12-06 23:00:03.008483,28.96,79.97,1010.98,18.92,2.8,NE,4.17,broken clouds,10.3,79.8
2021-12-07 00:00:02.924832,28.93,80.37,1010.89,19.71,2.5,NE,3.33,broken clouds,10.3,79.8
2021-12-07 01:00:02.981809,28.91,80.36,1010.63,21.8,2.34,NE,2.92,broken clouds,10.3,79.8
2021-12-07 02:00:02.963227,28.87,80.61,1010.2,25.47,2.54,NE,3.25,broken clouds,10.3,79.8
2021-12-07 03:00:02.968226,28.85,80.39,1009.83,28.52,2.72,NNE,3.6,broken clouds,10.3,79.8
2021-12-07 04:00:03.002876,28.76,80.52,1009.73,29.35,2.65,NNE,3.76,broken clouds,10.3,79.8
2021-12-07 05:00:02.972992,28.73,80.06,1009.92,27.77,2.63,NNE,3.68,scattered clouds,10.3,79.8
2021-12-07 06:00:02.958826,28.63,80.42,1010.55,22.54,2.63,NNE,3.68,scattered clouds,10.3,79.8
2021-12-07 07:00:04.482767,28.5,81.24,1011.33,15.97,2.35,NE,3.58,few clouds,10.3,79.8
2021-12-07 08:00:04.562591,28.79,81.34,1012.14,9.27,2.65,ENE,4.02,few clouds,10.3,79.8
2021-12-07 09:00:02.949212,28.8,81.71,1012.53,6.01,2.65,ENE,4.02,few clouds,10.3,79.8
2021-12-07 10:00:02.943579,29.16,80.77,1012.68,4.71,3.3,NE,4.52,few clouds,10.3,79.8
2021-12-07 11:00:02.902211,184.83,100.0,129.37,,3.92,NE,5.18,few clouds,10.3,79.8
2021-12-07 12:00:02.979737,184.83,100.0,129.37,,3.89,NE,5.14,scattered clouds,10.3,79.8
2021-12-07 13:00:02.905421,184.83,100.0,129.37,,4.24,ENE,5.19,broken clouds,10.3,79.8
2021-12-07 14:00:02.880137,184.83,100.0,129.37,,4.9,ENE,5.49,broken clouds,10.3,79.8
2021-12-07 15:00:02.887066,184.83,100.0,129.37,,5.32,ENE,5.5,broken clouds,10.3,79.8
2021-12-07 16:00:02.410772,184.83,100.0,129.37,,5.57,ENE,6.18,broken clouds,10.3,79.8
2021-12-07 17:00:02.839435,184.83,100.0,129.37,,5.47,ENE,8.25,broken clouds,10.3,79.8
2021-12-07 18:00:02.906780,184.83,100.0,129.37,,4.7,ENE,8.29,scattered clouds,10.3,79.8
2021-12-07 19:00:02.930343,184.83,100.0,129.37,,4.31,ENE,7.99,scattered clouds,10.3,79.8
2021-12-07 20:00:04.476659,184.83,100.0,129.37,,3.96,ENE,7.6,scattered clouds,10.3,79.8
2021-12-07 21:00:02.909059,184.83,100.0,129.37,,3.73,NE,7.4,scattered clouds,10.3,79.8
2021-12-07 22:00:02.879254,184.83,100.0,129.37,,3.64,ENE,7.24,scattered clouds,10.3,79.8
2021-12-07 23:00:02.921159,184.83,100.0,129.37,,3.33,NE,6.74,scattered clouds,10.3,79.8
2021-12-08 00:00:03.798054,184.83,100.0,129.37,,2.88,NE,5.51,scattered clouds,10.3,79.8
2021-12-08 01:00:02.973303,184.83,100.0,129.37,,3.01,NNE,5.48,few clouds,10.3,79.8
2021-12-08 02:00:03.015127,184.83,100.0,129.37,,2.73,NNE,5.05,few clouds,10.3,79.8
2021-12-08 03:00:02.903534,184.83,100.0,129.37,,2.73,NNE,4.57,few clouds,10.3,79.8
2021-12-08 04:00:02.990661,184.83,100.0,129.37,,2.95,NNE,5.05,few clouds,10.3,79.8
2021-12-08 05:00:04.022340,184.83,100.0,129.37,,2.99,NNE,5.22,few clouds,10.3,79.8
2021-12-08 06:00:02.991695,184.83,100.0,129.37,,2.99,N,5.26,few clouds,10.3,79.8
2021-12-08 07:00:02.995433,184.83,100.0,129.37,,3.42,N,5.47,few clouds,10.3,79.8
2021-12-08 08:00:02.979870,184.83,100.0,129.37,,3.93,N,5.37,few clouds,10.3,79.8
2021-12-08 09:00:02.922824,184.83,100.0,129.37,,4.33,N,5.5,few clouds,10.3,79.8
2021-12-08 10:00:02.958735,184.83,100.0,129.37,,4.42,NNE,5.13,few clouds,10.3,79.8
2021-12-08 11:00:02.946680,184.83,100.0,129.37,,4.46,NNE,5.16,few clouds,10.3,79.8
2021-12-08 15:00:05.039544,30.79,66.77,1008.5,39.61,4.86,NE,5.7,broken clouds,10.3,79.8
2021-12-08 16:15:15.357289,30.22,72.26,1008.39,40.5,4.97,NE,5.84,broken clouds,10.3,79.8
2021-12-08 19:46:31.233156,29.63,74.54,1010.46,23.26,3.96,NE,7.44,clear sky,10.3,79.8
2021-12-08 19:46:45.876324,29.58,74.72,1010.51,22.84,3.96,NE,7.44,clear sky,10.3,79.8
2021-12-09 07:23:27.734298,28.37,74.91,1012.07,9.85,3.93,NNE,6.69,clear sky,10.3,79.8
2021-12-09 08:21:20.268631,28.06,74.1,1013.25,0.01,4.52,NNE,6.53,clear sky,10.3,79.8
2021-12-09 09:21:21.049450,28.2,72.72,1013.53,2.3,4.93,NE,6.32,clear sky,10.3,79.8
2021-12-09 10:02:05.614902,28.43,73.1,1013.46,1.78,4.91,NE,5.7,few clouds,10.3,79.8
2021-12-09 11:00:02.230138,29.23,69.55,1013.14,0.88,4.61,ENE,5.25,few clouds,10.3,79.8
2021-12-09 12:00:02.278225,29.45,71.05,1012.45,6.7,4.52,ENE,5.16,overcast clouds,10.3,79.8
2021-12-09 13:00:02.198489,29.96,68.58,1011.54,14.23,4.46,E,5.3,overcast clouds,10.3,79.8
2021-12-09 14:00:02.428908,30.17,68.49,1010.61,21.97,4.66,E,5.58,broken clouds,10.3,79.8
2021-12-09 15:00:03.076396,30.15,67.38,1010.01,26.97,5.02,E,5.79,broken clouds,10.3,79.8
2021-12-09 16:00:02.272081,30.47,69.28,1009.78,28.94,4.72,E,5.88,broken clouds,10.3,79.8
2021-12-09 17:00:02.295007,30.07,71.15,1010.3,24.57,4.08,ENE,6.4,broken clouds,10.3,79.8
2021-12-09 18:00:03.354627,29.63,71.31,1011.19,17.18,3.73,ENE,6.12,few clouds,10.3,79.8
2021-12-09 19:00:02.282508,29.68,69.21,1012.03,10.12,3.63,NE,6.31,few clouds,10.3,79.8
2021-12-09 20:00:03.921102,29.14,71.81,1012.95,2.46,3.48,NE,6.32,few clouds,10.3,79.8
2021-12-09 21:00:02.259141,28.76,74.4,1013.61,2.99,3.25,NNE,5.56,few clouds,10.3,79.8
2021-12-09 22:00:03.580721,29.2,74.39,1013.67,3.49,3.34,NNE,5.71,few clouds,10.3,79.8
2021-12-09 23:00:02.498526,29.18,73.81,1013.32,0.56,3.31,NNE,5.96,few clouds,10.3,79.8
2021-12-10 00:00:02.300120,29.09,74.2,1013.04,1.72,3.48,NNE,6.27,clear sky,10.3,79.8
2021-12-10 01:00:02.260604,28.95,74.61,1012.16,9.07,3.86,N,7.49,clear sky,10.3,79.8
2021-12-10 02:00:03.508364,28.86,74.93,1011.66,13.23,3.89,N,8.19,clear sky,10.3,79.8
2021-12-10 03:00:03.712818,28.82,75.25,1011.32,16.07,3.89,N,8.05,clear sky,10.3,79.8
2021-12-10 04:00:03.336614,28.66,75.71,1011.18,17.29,3.85,N,7.5,clear sky,10.3,79.8
2021-12-10 05:00:03.055686,28.37,76.42,1011.42,15.24,3.85,N,7.16,clear sky,10.3,79.8
2021-12-10 06:00:03.265017,27.93,77.65,1011.85,11.68,4.3,N,8.27,scattered clouds,10.3,79.8
2021-12-10 07:00:03.204256,28.3,77.63,1012.58,5.6,4.73,N,8.46,scattered clouds,10.3,79.8
2021-12-10 08:00:03.317341,28.13,78.22,1013.37,0.96,5.42,NNE,8.36,broken clouds,10.3,79.8
2021-12-10 09:00:03.832325,28.63,76.92,1013.94,5.74,5.7,NNE,7.46,broken clouds,10.3,79.8
2021-12-10 10:00:02.377647,28.73,76.13,1014.03,6.52,5.66,NE,7.1,broken clouds,10.3,79.8
2021-12-10 11:00:04.043726,29.87,71.14,1013.66,3.41,5.85,NE,6.97,broken clouds,10.3,79.8
2021-12-10 12:00:03.520731,29.68,71.0,1012.67,4.81,6.15,NE,6.78,broken clouds,10.3,79.8
2021-12-10 13:00:03.747334,29.64,69.7,1011.71,12.8,6.15,NE,6.41,broken clouds,10.3,79.8
2021-12-10 14:00:02.860559,29.69,69.34,1010.75,20.81,6.1,NE,6.31,broken clouds,10.3,79.8
2021-12-10 15:00:03.944776,30.16,66.29,1010.11,26.15,6.15,NE,6.33,scattered clouds,10.3,79.8
2021-12-10 16:00:03.343804,29.98,66.01,1010.1,26.29,5.78,NE,6.7,broken clouds,10.3,79.8
2021-12-10 17:00:03.754283,29.98,66.63,1010.46,23.28,5.08,NE,8.24,broken clouds,10.3,79.8
2021-12-10 18:00:02.936186,29.7,67.71,1011.23,16.82,4.65,NE,8.86,overcast clouds,10.3,79.8
2021-12-10 19:00:03.269918,29.51,69.61,1012.09,9.64,4.52,NE,8.83,broken clouds,10.3,79.8
2021-12-10 20:00:03.938172,29.3,72.0,1012.78,3.9,4.33,NE,9.06,broken clouds,10.3,79.8
2021-12-10 21:00:02.744941,29.14,72.28,1013.47,1.83,4.38,NNE,9.53,broken clouds,10.3,79.8
2021-12-10 22:00:03.739064,29.27,74.27,1013.55,2.48,4.25,NNE,9.76,scattered clouds,10.3,79.8
2021-12-10 23:00:02.734966,29.21,74.67,1013.12,1.11,3.83,NNE,9.57,broken clouds,10.3,79.8
2021-12-11 00:00:02.732056,29.09,75.08,1012.62,5.28,4.25,NNE,10.04,scattered clouds,10.3,79.8
2021-12-11 01:00:02.965644,28.97,75.66,1012.01,10.29,3.86,N,9.19,clear sky,10.3,79.8
2021-12-11 02:00:03.792312,28.9,75.85,1011.3,16.26,3.95,N,8.6,clear sky,10.3,79.8
2021-12-11 03:00:02.761882,28.99,75.91,1010.74,20.93,4.38,N,8.99,clear sky,10.3,79.8
2021-12-11 04:00:04.425404,28.93,76.3,1010.57,22.36,4.55,N,8.95,clear sky,10.3,79.8
2021-12-11 05:00:03.071049,28.89,76.49,1010.94,19.24,4.67,N,8.94,few clouds,10.3,79.8
2021-12-11 06:00:03.721348,28.78,76.55,1011.34,15.89,4.37,N,8.51,few clouds,10.3,79.8
2021-12-11 07:00:04.388544,28.65,77.61,1011.92,11.1,5.28,N,8.69,few clouds,10.3,79.8
2021-12-11 08:00:03.107327,28.45,78.14,1012.79,4.01,5.84,N,7.67,few clouds,10.3,79.8
2021-12-11 09:00:02.695018,28.64,77.66,1013.28,0.26,5.9,N,7.29,few clouds,10.3,79.8
2021-12-11 10:00:02.209510,29.0,75.91,1013.17,0.64,5.75,NNE,6.77,few clouds,10.3,79.8
2021-12-11 11:00:02.681209,29.41,73.76,1012.68,4.74,5.93,NNE,6.73,few clouds,10.3,79.8
2021-12-11 12:00:02.755400,29.49,72.92,1011.84,11.75,5.85,NE,6.7,scattered clouds,10.3,79.8
2021-12-11 13:00:05.809050,29.62,72.9,1010.88,19.77,6.04,NE,7.27,scattered clouds,10.3,79.8
2021-12-11 14:00:02.912600,29.96,71.24,1009.9,27.93,6.05,NE,7.46,scattered clouds,10.3,79.8
2021-12-11 15:00:03.787617,30.23,72.03,1009.12,34.47,6.39,NE,7.26,scattered clouds,10.3,79.8
2021-12-11 16:00:04.521823,30.09,70.87,1009.11,34.49,5.93,NE,7.22,scattered clouds,10.3,79.8
2021-12-11 17:00:02.786058,29.91,68.16,1009.56,30.8,5.54,NE,8.75,scattered clouds,10.3,79.8
2021-12-11 18:00:03.009100,29.83,68.88,1010.45,23.35,4.8,NE,8.89,clear sky,10.3,79.8
2021-12-11 19:00:05.332839,29.68,72.43,1011.44,15.1,4.53,NE,9.15,clear sky,10.3,79.8
2021-12-11 20:00:03.771374,29.55,73.39,1012.4,7.07,4.36,NNE,9.5,clear sky,10.3,79.8
2021-12-11 21:00:02.875165,29.63,73.96,1013.08,1.39,4.35,NNE,9.43,clear sky,10.3,79.8
2021-12-11 22:00:02.765600,29.56,74.4,1013.26,0.05,4.21,NNE,9.37,few clouds,10.3,79.8
2021-12-11 23:00:04.301607,29.48,75.75,1012.79,3.84,3.88,NNE,9.03,few clouds,10.3,79.8
2021-12-12 00:00:02.784880,29.12,73.85,1012.3,7.91,3.94,NNE,9.01,few clouds,10.3,79.8
2021-12-12 01:00:02.688921,28.97,73.84,1011.87,11.49,4.09,N,8.74,few clouds,10.3,79.8
2021-12-12 02:00:02.735897,29.0,74.5,1011.51,14.54,4.51,N,8.62,light rain,10.3,79.8
2021-12-12 03:00:04.404300,28.89,72.84,1010.83,20.21,4.63,N,8.77,few clouds,10.3,79.8
2021-12-12 04:00:03.179563,28.78,74.14,1010.92,19.38,4.26,N,8.59,few clouds,10.3,79.8
2021-12-12 05:00:04.417601,28.77,74.3,1011.4,15.44,4.57,N,8.81,few clouds,10.3,79.8
2021-12-12 06:00:03.025143,28.66,73.74,1011.67,13.19,4.5,N,8.46,few clouds,10.3,79.8
2021-12-12 07:00:02.766349,28.29,73.12,1012.42,6.92,5.14,N,8.89,clear sky,10.3,79.8
2021-12-12 08:00:03.237222,27.9,74.97,1013.4,1.22,6.07,N,8.26,clear sky,10.3,79.8
2021-12-12 09:00:02.953867,28.2,76.33,1013.73,3.99,5.96,NNE,7.7,clear sky,10.3,79.8
2021-12-12 10:00:02.396945,28.61,76.2,1013.81,4.67,6.34,NNE,7.61,few clouds,10.3,79.8
2021-12-12 11:00:04.001361,29.01,75.74,1012.89,3.04,6.43,NNE,7.56,few clouds,10.3,79.8
2021-12-12 12:00:05.464715,29.08,77.73,1011.67,13.16,6.98,NE,8.28,scattered clouds,10.3,79.8
2021-12-12 13:00:10.418254,29.57,74.04,1010.57,22.39,7.23,NE,8.42,scattered clouds,10.3,79.8
2021-12-12 14:00:02.321861,29.23,75.79,1009.89,27.99,7.02,NE,8.21,moderate rain,10.3,79.8
2021-12-12 15:00:02.248638,29.1,74.29,1009.62,30.29,7.25,NE,8.46,heavy intensity rain,10.3,79.8
2021-12-12 16:00:06.218279,29.32,74.61,1009.62,30.26,6.66,NE,8.73,moderate rain,10.3,79.8
2021-12-12 17:00:02.626177,29.34,75.04,1010.15,25.85,5.84,NE,9.1,scattered clouds,10.3,79.8
2021-12-12 18:00:03.941151,29.1,75.17,1010.56,22.43,4.86,NE,9.23,broken clouds,10.3,79.8
2021-12-12 19:00:02.286931,28.95,76.71,1011.47,14.8,4.47,NE,9.37,broken clouds,10.3,79.8
2021-12-12 20:00:02.153702,28.0,76.44,1012.58,5.62,4.17,NNE,9.19,broken clouds,10.3,79.8
2021-12-12 21:00:02.161028,28.59,75.96,1013.16,0.77,3.69,NNE,8.37,overcast clouds,10.3,79.8
2021-12-12 22:00:02.122554,28.8,78.17,1013.2,0.45,3.36,NNE,7.52,overcast clouds,10.3,79.8
2021-12-12 23:00:02.231539,28.72,78.87,1012.64,5.08,3.3,N,7.03,overcast clouds,10.3,79.8
2021-12-13 00:00:01.203550,28.55,79.04,1011.83,11.8,3.69,N,7.99,overcast clouds,10.3,79.8
2021-12-13 01:00:02.230278,28.47,79.27,1011.02,18.55,4.07,N,8.13,overcast clouds,10.3,79.8
2021-12-13 02:00:02.318300,28.38,79.4,1010.3,24.6,4.53,N,8.62,broken clouds,10.3,79.8
2021-12-13 03:00:02.348067,28.33,79.4,1009.77,28.99,4.52,N,8.82,broken clouds,10.3,79.8
2021-12-13 04:00:02.189687,28.24,79.27,1009.78,28.94,4.65,N,9.08,broken clouds,10.3,79.8
2021-12-13 05:00:02.352602,28.1,78.86,1010.1,26.26,4.63,N,9.22,broken clouds,10.3,79.8
2021-12-13 06:00:02.219153,27.89,78.68,1010.74,20.89,4.63,N,9.22,broken clouds,10.3,79.8
2021-12-13 07:00:03.889180,27.6,79.06,1011.54,14.28,5.38,N,9.58,overcast clouds,10.3,79.8
2021-12-13 08:00:02.179668,27.5,79.5,1012.47,6.46,6.06,N,8.64,overcast clouds,10.3,79.8
2021-12-13 09:00:02.202328,28.01,79.78,1012.94,2.55,6.28,NNE,7.9,overcast clouds,10.3,79.8
2021-12-13 10:00:02.091224,28.44,79.01,1013.0,2.07,6.0,NNE,7.05,overcast clouds,10.3,79.8
2021-12-13 11:00:08.931494,29.0,77.11,1012.5,6.22,5.83,NE,6.85,broken clouds,10.3,79.8
2021-12-13 12:00:02.485426,29.19,77.01,1011.27,16.49,5.83,NE,7.05,broken clouds,10.3,79.8
2021-12-13 13:00:02.493903,28.99,74.48,1010.23,25.16,5.78,NE,7.12,broken clouds,10.3,79.8
2021-12-13 14:00:08.389812,29.23,72.59,1008.99,35.52,5.8,ENE,7.21,overcast clouds,10.3,79.8
2021-12-13 15:00:10.802169,29.45,74.77,1008.23,41.85,6.19,ENE,7.36,overcast clouds,10.3,79.8
2021-12-13 16:00:08.314735,29.14,75.21,1008.18,42.03,6.09,NE,7.47,overcast clouds,10.3,79.8
2021-12-13 17:00:09.971185,29.19,72.11,1008.65,38.34,5.47,NE,8.19,overcast clouds,10.3,79.8
2021-12-13 18:00:10.440919,29.01,72.66,1009.78,28.91,4.86,NE,8.86,overcast clouds,10.3,79.8
2021-12-13 19:00:09.818528,28.77,74.6,1010.71,21.21,4.25,NNE,8.78,overcast clouds,10.3,79.8
2021-12-13 20:00:08.898744,28.55,74.1,1011.16,17.37,4.21,NNE,9.1,overcast clouds,10.3,79.8
2021-12-13 21:00:08.895447,28.35,76.84,1011.81,11.98,4.37,NNE,9.39,overcast clouds,10.3,79.8
2021-12-13 22:00:09.889808,28.34,76.87,1011.93,10.96,4.23,N,9.27,overcast clouds,10.3,79.8
