datetime,temperature,humidity,pressure,altitude,wind_speed_km_h,wind_direction,gust,description,latitude,longitude
2021-11-22 08:00:05.451999,28.9,72.88,1010.73,21.04,3.08,NNW,4.17,scattered clouds,10.3,79.8
2021-11-22 09:00:03.254463,29.41,67.08,1010.93,19.35,3.97,NW,4.65,scattered clouds,10.3,79.8
2021-11-22 10:00:05.280593,29.81,69.95,1010.63,21.85,4.51,NW,4.94,scattered clouds,10.3,79.8
2021-11-22 11:00:03.297790,30.04,71.3,1009.77,28.98,3.97,NNW,4.39,broken clouds,10.3,79.8
2021-11-22 12:00:03.564002,30.44,69.08,1008.72,37.8,3.7,N,4.74,overcast clouds,10.3,79.8
2021-11-22 13:00:04.072835,30.6,69.03,1007.72,46.16,3.7,N,4.74,overcast clouds,10.3,79.8
2021-11-22 14:00:03.988483,31.07,67.12,1006.98,52.36,4.05,NNE,4.76,overcast clouds,10.3,79.8
2021-11-22 15:00:03.326944,31.4,65.6,1006.19,58.91,4.05,NNE,4.76,overcast clouds,10.3,79.8
2021-11-22 16:00:02.544253,30.95,70.39,1006.31,57.96,2.53,NE,4.08,overcast clouds,10.3,79.8
2021-11-22 17:00:03.217738,30.78,69.59,1007.4,48.79,2.62,ENE,3.6,overcast clouds,10.3,79.8
2021-11-22 18:00:04.173449,30.18,72.17,1007.51,47.94,3.51,NE,5.96,broken clouds,10.3,79.8
2021-11-22 19:00:04.943040,29.4,75.42,1008.08,43.16,3.58,NE,6.66,broken clouds,10.3,79.8
2021-11-22 20:00:03.175172,29.82,74.12,1009.11,34.49,3.59,NE,7.49,overcast clouds,10.3,79.8
2021-11-22 21:00:04.181110,29.71,75.24,1009.77,28.99,3.08,NE,6.66,overcast clouds,10.3,79.8
2021-11-22 22:00:03.080538,30.18,73.74,1010.24,25.09,2.84,NNE,5.56,overcast clouds,10.3,79.8
2021-11-22 23:00:04.305696,30.11,73.76,1010.12,26.09,2.84,N,5.33,overcast clouds,10.3,79.8
2021-11-23 00:00:03.425116,30.1,73.46,1009.69,29.65,3.29,N,6.49,overcast clouds,10.3,79.8
2021-11-23 01:00:03.074628,30.03,74.23,1008.92,36.15,3.28,N,6.68,overcast clouds,10.3,79.8
2021-11-23 02:00:04.374229,29.97,74.07,1008.29,41.36,3.11,N,6.49,light rain,10.3,79.8
2021-11-23 03:00:03.047362,29.87,74.36,1007.89,44.73,2.83,N,5.78,light rain,10.3,79.8
2021-11-23 04:00:04.640673,29.8,75.13,1007.41,48.73,2.61,N,4.91,overcast clouds,10.3,79.8
2021-11-23 05:00:05.389571,29.72,76.19,1007.91,44.59,2.67,N,4.89,overcast clouds,10.3,79.8
2021-11-23 06:00:03.297892,29.65,76.52,1008.11,42.85,3.21,N,6.01,overcast clouds,10.3,79.8
2021-11-23 07:00:03.241454,29.64,76.48,1008.63,38.56,3.95,N,6.8,overcast clouds,10.3,79.8
2021-11-23 08:00:03.231628,29.21,76.15,1009.23,33.53,4.89,N,6.54,broken clouds,10.3,79.8
2021-11-23 09:00:03.024980,29.25,76.82,1010.09,26.37,5.05,N,6.07,broken clouds,10.3,79.8
2021-11-23 10:00:04.180892,29.48,75.75,1009.78,28.97,5.05,N,6.07,broken clouds,10.3,79.8
2021-11-23 11:00:02.092250,29.91,75.32,1009.26,33.24,4.95,NNE,5.42,broken clouds,10.3,79.8
2021-11-23 12:00:03.217793,29.98,77.76,1009.01,35.34,5.28,NNE,5.79,overcast clouds,10.3,79.8
2021-11-23 13:00:04.644537,29.91,77.58,1007.86,45.01,5.3,NE,5.84,overcast clouds,10.3,79.8
2021-11-23 14:00:03.012842,30.1,76.32,1006.83,53.57,5.29,NE,6.06,overcast clouds,10.3,79.8
2021-11-23 15:00:03.066652,30.17,74.86,1006.25,58.44,5.32,NE,6.13,overcast clouds,10.3,79.8
2021-11-23 16:00:02.446772,30.12,73.11,1005.89,61.44,4.9,NE,6.27,overcast clouds,10.3,79.8
2021-11-23 17:00:03.773743,30.6,72.87,1006.43,56.91,4.9,NE,6.27,overcast clouds,10.3,79.8
2021-11-23 18:00:03.450815,30.28,73.73,1007.44,48.53,4.08,NE,8.01,broken clouds,10.3,79.8
2021-11-23 19:00:04.983250,29.91,76.07,1008.2,42.11,4.69,NE,9.45,broken clouds,10.3,79.8
2021-11-23 20:00:03.228867,29.75,77.31,1008.9,36.31,3.96,NNE,9.55,broken clouds,10.3,79.8
2021-11-23 21:00:04.663901,29.87,76.27,1009.7,29.6,4.18,NNE,10.18,broken clouds,10.3,79.8
2021-11-23 22:00:03.831263,29.72,77.71,1010.2,25.44,3.98,NNE,9.94,broken clouds,10.3,79.8
2021-11-23 23:00:03.933496,29.91,77.02,1009.76,29.1,3.69,NNE,9.56,moderate rain,10.3,79.8
2021-11-24 11:00:04.731456,29.0,75.73,1009.49,31.33,5.84,N,8.04,moderate rain,10.3,79.8
2021-11-24 12:00:03.200103,29.05,75.19,1009.33,32.65,5.89,NNE,7.36,moderate rain,10.3,79.8
2021-11-24 13:00:05.235427,29.26,75.45,1008.45,40.01,5.89,NNE,7.36,moderate rain,10.3,79.8
2021-11-24 14:00:02.971997,28.85,79.93,1007.75,45.89,4.31,NNE,5.97,overcast clouds,10.3,79.8
2021-11-24 15:00:04.822942,28.42,80.88,1007.74,45.97,4.11,NE,6.57,heavy intensity rain,10.3,79.8
2021-11-24 16:00:02.579703,28.57,80.99,1007.73,46.1,3.69,NE,7.15,heavy intensity rain,10.3,79.8
2021-11-24 17:00:11.969849,27.96,80.94,1007.32,49.5,3.6,NNE,7.58,moderate rain,10.3,79.8
2021-11-24 18:00:05.515246,27.91,81.55,1007.28,49.81,3.58,NNE,7.55,overcast clouds,10.3,79.8
2021-11-24 19:00:04.261266,28.86,77.37,1007.79,45.52,2.23,ENE,3.07,light rain,10.3,79.8
2021-11-24 20:00:04.333284,28.51,75.68,1009.14,34.29,5.33,ENE,8.85,light rain,10.3,79.8
2021-11-24 21:00:04.738618,28.36,76.17,1009.74,29.26,3.35,NNE,6.66,moderate rain,10.3,79.8
2021-11-24 22:00:04.003387,184.83,100.0,129.37,,3.53,NNE,7.92,overcast clouds,10.3,79.8
2021-11-24 23:00:03.875308,184.83,100.0,129.37,,5.08,NNE,10.86,light rain,10.3,79.8
2021-11-25 00:00:03.884093,184.83,100.0,129.37,,5.12,NNE,10.86,light rain,10.3,79.8
2021-11-25 01:00:05.404604,184.83,100.0,129.37,,5.58,NNE,11.06,light rain,10.3,79.8
2021-11-25 02:00:03.553941,184.83,100.0,129.37,,5.74,N,11.16,moderate rain,10.3,79.8
2021-11-25 03:00:03.878670,184.83,100.0,129.37,,4.79,N,10.68,moderate rain,10.3,79.8
2021-11-25 04:00:04.983265,184.83,100.0,129.37,,5.48,N,11.03,heavy intensity rain,10.3,79.8
2021-11-25 05:00:04.458201,184.83,100.0,129.37,,5.21,N,11.03,moderate rain,10.3,79.8
2021-11-25 06:00:03.934256,184.83,100.0,129.37,,4.85,N,11.19,light rain,10.3,79.8
2021-11-25 07:00:03.895104,184.83,100.0,129.37,,5.56,N,11.16,overcast clouds,10.3,79.8
2021-11-25 08:00:03.960982,184.83,100.0,129.37,,6.14,N,10.96,overcast clouds,10.3,79.8
2021-11-25 09:00:04.007648,184.83,100.0,129.37,,6.4,N,9.71,overcast clouds,10.3,79.8
2021-11-25 10:00:05.515640,28.82,79.25,1008.99,35.49,7.02,NNE,8.6,overcast clouds,10.3,79.8
2021-11-25 11:00:06.346239,28.88,79.45,1008.76,37.44,6.57,NNE,8.32,overcast clouds,10.3,79.8
2021-11-25 12:00:05.654265,28.95,80.39,1007.44,48.45,5.86,NNE,8.83,light rain,10.3,79.8
2021-11-25 13:00:03.270097,28.5,81.86,1006.86,53.31,5.48,NNE,8.92,overcast clouds,10.3,79.8
2021-11-25 14:00:04.281704,28.54,81.9,1005.7,63.01,5.24,NNE,8.64,light rain,10.3,79.8
2021-11-25 15:00:04.023009,29.03,82.56,1005.85,61.8,4.65,NNE,8.06,overcast clouds,10.3,79.8
2021-11-25 16:00:04.281535,28.46,83.03,1006.18,59.01,4.03,NNE,7.56,light rain,10.3,79.8
2021-11-25 17:00:05.210818,28.08,81.82,1006.98,52.36,3.93,NNE,7.19,light rain,10.3,79.8
2021-11-25 18:00:05.974466,27.5,79.24,1007.79,45.59,3.44,NNE,6.67,overcast clouds,10.3,79.8
2021-11-25 19:00:07.580702,184.83,100.0,129.37,,3.95,ENE,7.57,light rain,10.3,79.8
2021-11-25 20:00:06.108244,27.8,80.77,1009.57,30.71,3.88,ENE,6.89,overcast clouds,10.3,79.8
2021-11-25 21:00:07.365177,27.72,80.16,1010.18,25.57,3.63,ENE,6.67,overcast clouds,10.3,79.8
2021-11-25 22:00:06.200518,28.26,79.75,1010.07,26.55,3.27,ENE,5.79,overcast clouds,10.3,79.8
2021-11-25 23:00:05.947600,28.01,79.91,1009.86,28.24,3.36,NE,6.05,overcast clouds,10.3,79.8
2021-11-26 00:00:06.217126,28.04,80.11,1009.19,33.83,3.01,NNE,6.31,overcast clouds,10.3,79.8
2021-11-26 01:00:06.353956,28.0,80.03,1008.0,43.78,3.47,N,7.07,light rain,10.3,79.8
2021-11-26 02:00:05.986022,28.09,79.74,1007.8,45.44,4.59,N,7.54,overcast clouds,10.3,79.8
2021-11-26 03:00:06.848815,28.01,79.85,1007.36,49.13,5.34,NNW,8.27,overcast clouds,10.3,79.8
2021-11-26 04:00:06.038208,27.94,79.1,1007.02,52.01,5.47,NNW,8.97,heavy intensity rain,10.3,79.8
2021-11-26 05:00:08.583542,27.88,79.47,1006.92,52.87,5.56,NNW,9.5,heavy intensity rain,10.3,79.8
2021-11-26 06:00:06.006998,27.82,79.6,1008.45,40.05,5.23,NNW,9.57,heavy intensity rain,10.3,79.8
2021-11-26 07:00:10.276915,27.2,81.98,1009.47,31.54,6.08,N,10.15,moderate rain,10.3,79.8
2021-11-26 08:00:05.239281,27.24,81.55,1009.68,29.73,6.97,N,11.18,overcast clouds,10.3,79.8
2021-11-26 09:00:08.892788,27.53,83.03,1010.52,22.72,7.08,N,10.73,overcast clouds,10.3,79.8
2021-11-26 10:00:09.047983,28.05,82.68,1010.5,22.94,7.53,N,10.09,overcast clouds,10.3,79.8
2021-11-26 11:00:06.016954,28.78,78.95,1010.2,25.45,7.55,N,9.36,overcast clouds,10.3,79.8
2021-11-26 12:00:36.950223,28.59,79.79,1009.08,34.75,6.13,N,9.05,moderate rain,10.3,79.8
2021-11-26 13:00:06.024360,28.73,79.67,1007.68,46.5,5.98,N,9.24,heavy intensity rain,10.3,79.8
2021-11-26 14:00:05.028909,28.97,78.8,1006.72,54.51,6.36,N,10.18,heavy intensity rain,10.3,79.8
2021-11-26 15:00:07.399552,28.26,81.43,1006.47,56.58,6.79,NNE,11.61,moderate rain,10.3,79.8
2021-11-26 16:00:03.984752,28.53,81.36,1006.54,56.02,6.47,N,11.44,moderate rain,10.3,79.8
2021-11-26 17:00:09.015510,28.28,80.34,1006.97,52.45,5.85,N,11.94,moderate rain,10.3,79.8
2021-11-26 18:00:08.923719,27.94,81.78,1007.51,47.89,5.13,N,11.62,moderate rain,10.3,79.8
2021-11-26 19:00:05.974653,28.21,81.29,1008.83,36.9,4.95,N,11.06,overcast clouds,10.3,79.8
2021-11-26 20:00:03.859982,28.11,80.4,1009.8,28.75,5.13,N,11.19,light rain,10.3,79.8
2021-11-26 21:00:20.519255,28.58,79.79,1009.9,27.95,7.06,N,13.27,light rain,10.3,79.8
2021-11-26 22:00:03.678807,28.54,79.35,1010.69,21.33,6.79,N,13.1,moderate rain,10.3,79.8
2021-11-26 23:00:07.213602,28.36,78.68,1010.41,23.65,6.46,NNW,12.91,overcast clouds,10.3,79.8
2021-11-27 00:00:03.810589,28.3,79.05,1009.71,29.54,6.46,N,12.92,overcast clouds,10.3,79.8
2021-11-27 01:00:04.506330,28.26,78.82,1008.61,38.72,6.09,N,12.41,overcast clouds,10.3,79.8
2021-11-27 02:00:04.485985,28.14,79.1,1007.92,44.49,6.29,N,11.79,overcast clouds,10.3,79.8
2021-11-27 03:00:04.259592,28.1,79.45,1007.26,49.95,6.76,N,12.15,overcast clouds,10.3,79.8
2021-11-27 04:00:03.735234,28.0,78.69,1007.19,50.59,7.93,N,13.1,overcast clouds,10.3,79.8
2021-11-27 05:00:03.285316,27.86,77.23,1007.73,46.09,7.62,N,13.13,overcast clouds,10.3,79.8
2021-11-27 06:00:03.916516,27.49,75.2,1008.69,38.03,7.08,N,13.5,overcast clouds,10.3,79.8
2021-11-27 07:00:04.655891,26.95,74.15,1009.59,30.49,6.22,N,13.12,overcast clouds,10.3,79.8
2021-11-27 08:00:03.853116,26.83,74.31,1010.34,24.25,7.15,N,11.65,overcast clouds,10.3,79.8
2021-11-27 09:00:04.866143,27.02,75.28,1010.87,19.84,6.98,N,10.75,overcast clouds,10.3,79.8
2021-11-27 10:00:03.201814,27.36,75.02,1010.85,20.04,7.05,N,10.33,overcast clouds,10.3,79.8
2021-11-27 11:00:03.808674,27.51,75.02,1010.16,25.76,7.91,N,10.45,overcast clouds,10.3,79.8
2021-11-27 12:00:03.173766,27.82,75.63,1009.08,34.78,7.89,N,9.17,overcast clouds,10.3,79.8
2021-11-27 13:00:03.102516,28.28,76.36,1007.89,44.72,7.72,N,8.73,overcast clouds,10.3,79.8
2021-11-27 14:00:03.163184,28.58,76.7,1006.5,56.32,7.81,N,8.67,overcast clouds,10.3,79.8
2021-11-27 15:00:03.116397,28.63,76.58,1006.39,57.26,7.49,N,8.4,overcast clouds,10.3,79.8
2021-11-27 16:00:04.023272,28.72,76.84,1006.36,57.56,6.51,N,8.33,overcast clouds,10.3,79.8
2021-11-27 17:00:05.372067,28.44,79.39,1007.06,51.38,5.22,N,9.24,moderate rain,10.3,79.8
2021-11-27 18:00:03.868190,28.41,80.45,1007.81,45.41,4.76,N,9.17,heavy intensity rain,10.3,79.8
2021-11-27 19:00:04.413056,28.34,80.26,1008.7,37.98,4.76,N,9.17,overcast clouds,10.3,79.8
2021-11-27 20:00:03.960656,28.13,81.6,1009.63,30.15,5.38,N,10.18,overcast clouds,10.3,79.8
2021-11-27 21:00:05.237134,27.98,82.16,1009.95,27.53,5.24,N,10.07,overcast clouds,10.3,79.8
2021-11-27 22:00:05.820314,27.94,83.03,1010.35,24.2,5.24,N,10.07,overcast clouds,10.3,79.8
2021-11-27 23:00:02.897401,28.15,81.97,1009.95,27.51,5.26,N,9.77,overcast clouds,10.3,79.8
2021-11-28 00:00:03.044656,28.07,80.97,1009.57,30.65,4.7,N,9.17,overcast clouds,10.3,79.8
2021-11-28 01:00:04.410886,27.96,79.42,1008.67,38.17,4.72,N,9.11,moderate rain,10.3,79.8
2021-11-28 02:00:03.001405,27.89,79.42,1007.59,47.25,4.78,N,9.27,heavy intensity rain,10.3,79.8
2021-11-28 03:00:02.889360,27.85,79.57,1007.39,48.91,4.87,N,9.29,heavy intensity rain,10.3,79.8
2021-11-28 04:00:02.955639,27.95,80.04,1007.2,50.48,4.7,N,9.4,very heavy rain,10.3,79.8
2021-11-28 05:00:03.169092,27.96,80.32,1008.13,42.72,4.7,N,9.12,heavy intensity rain,10.3,79.8
2021-11-28 06:00:02.877084,27.9,80.34,1009.07,34.87,5.62,N,10.42,light rain,10.3,79.8
2021-11-28 07:00:02.789282,27.98,80.22,1009.79,28.82,5.44,N,9.71,heavy intensity rain,10.3,79.8
2021-11-28 08:00:03.859034,27.39,81.85,1010.4,23.72,6.18,N,8.3,moderate rain,10.3,79.8
2021-11-28 09:00:04.012090,27.3,81.89,1010.71,21.18,5.97,N,6.95,moderate rain,10.3,79.8
2021-11-28 10:00:03.687945,27.42,81.87,1010.4,23.73,5.39,NNE,6.04,moderate rain,10.3,79.8
2021-11-28 11:00:04.546153,27.71,80.86,1010.52,22.75,5.56,NNE,5.8,overcast clouds,10.3,79.8
2021-11-28 12:00:04.141500,28.03,78.7,1009.52,31.06,5.8,NNE,6.08,overcast clouds,10.3,79.8
2021-11-28 13:00:03.073988,28.25,76.43,1009.15,34.17,5.74,NNE,6.05,light rain,10.3,79.8
2021-11-28 14:00:03.070979,28.11,76.15,1008.29,41.37,5.89,NNE,6.26,overcast clouds,10.3,79.8
2021-11-28 15:00:03.984771,28.08,76.44,1007.37,49.07,5.89,NNE,6.45,overcast clouds,10.3,79.8
2021-11-28 16:00:03.416112,28.0,76.88,1007.34,49.36,5.61,NNE,7.15,light rain,10.3,79.8
2021-11-28 17:00:03.452809,27.87,76.9,1008.08,43.17,5.59,NNE,8.85,overcast clouds,10.3,79.8
2021-11-28 18:00:03.101156,27.63,77.73,1009.17,33.9,6.21,NNE,10.7,overcast clouds,10.3,79.8
2021-11-28 19:00:05.805510,27.56,78.28,1010.03,26.87,6.13,NNE,10.98,overcast clouds,10.3,79.8
2021-11-28 20:00:03.723198,27.4,77.69,1010.89,19.7,5.93,NNE,11.07,overcast clouds,10.3,79.8
2021-11-28 21:00:03.341665,27.05,77.42,1011.64,13.45,5.25,NNE,10.45,overcast clouds,10.3,79.8
2021-11-28 22:00:04.809388,27.35,77.51,1011.27,16.52,4.52,N,9.2,overcast clouds,10.3,79.8
2021-11-28 23:00:03.293043,27.51,77.81,1010.79,20.5,4.44,N,8.53,overcast clouds,10.3,79.8
2021-11-29 00:00:03.041514,27.59,77.37,1010.48,23.09,4.47,N,8.08,overcast clouds,10.3,79.8
2021-11-29 01:00:04.872625,27.56,77.64,1009.77,28.99,4.7,N,8.45,heavy intensity rain,10.3,79.8
2021-11-29 02:00:03.052982,27.42,77.06,1009.69,29.66,5.09,N,8.88,moderate rain,10.3,79.8
2021-11-29 03:00:04.819183,27.37,76.95,1009.11,34.5,5.12,N,8.96,light rain,10.3,79.8
2021-11-29 04:00:03.018027,27.18,77.0,1009.14,34.3,4.85,N,8.73,overcast clouds,10.3,79.8
2021-11-29 05:00:04.687591,26.96,78.04,1009.57,30.72,4.66,N,8.46,overcast clouds,10.3,79.8
2021-11-29 06:00:03.199814,26.9,78.5,1010.1,26.11,4.9,N,8.61,overcast clouds,10.3,79.8
2021-11-29 07:00:04.034412,27.06,78.2,1011.13,17.7,5.29,N,8.28,overcast clouds,10.3,79.8
2021-11-29 08:00:03.213665,26.68,79.58,1011.87,11.51,5.68,N,7.39,overcast clouds,10.3,79.8
2021-11-29 09:00:03.031917,27.18,79.85,1012.68,4.72,5.62,NNE,6.84,overcast clouds,10.3,79.8
2021-11-29 10:00:03.018076,27.67,79.31,1012.51,6.15,5.3,NNE,6.14,overcast clouds,10.3,79.8
2021-11-29 11:00:04.513995,28.32,77.87,1012.17,9.01,4.94,NE,5.79,overcast clouds,10.3,79.8
2021-11-29 12:00:03.065712,28.48,78.55,1010.95,19.2,5.12,NE,5.85,overcast clouds,10.3,79.8
2021-11-29 13:00:02.997466,28.81,77.79,1009.63,30.35,4.47,ENE,5.41,overcast clouds,10.3,79.8
2021-11-29 14:00:04.420780,28.96,80.24,1008.78,37.28,4.43,ENE,5.55,overcast clouds,10.3,79.8
2021-11-29 15:00:03.281550,28.92,79.26,1008.68,38.16,4.66,ENE,5.81,overcast clouds,10.3,79.8
2021-11-29 16:00:03.559582,29.05,77.72,1008.66,38.25,4.45,ENE,5.77,overcast clouds,10.3,79.8
2021-11-29 17:00:02.980809,29.19,77.92,1008.73,37.71,4.01,ENE,6.16,light rain,10.3,79.8
2021-11-29 18:00:03.085228,29.19,77.66,1008.77,37.36,3.78,ENE,6.43,overcast clouds,10.3,79.8
2021-11-29 19:00:06.107540,28.9,77.57,1009.39,32.18,3.77,ENE,6.71,overcast clouds,10.3,79.8
2021-11-29 20:00:04.733206,28.42,79.29,1010.62,21.89,3.58,NE,6.45,overcast clouds,10.3,79.8
2021-11-29 21:00:05.974532,28.51,78.77,1011.45,15.01,3.46,NE,6.45,overcast clouds,10.3,79.8
2021-11-29 22:00:03.200654,28.51,79.06,1011.35,15.81,3.33,NE,6.08,overcast clouds,10.3,79.8
2021-11-29 23:00:03.994387,28.66,78.94,1010.95,19.14,3.31,NE,5.89,overcast clouds,10.3,79.8
2021-11-30 00:00:03.077927,28.63,77.89,1010.86,19.95,3.33,NNE,6.42,overcast clouds,10.3,79.8
2021-11-30 01:00:04.790504,28.58,77.81,1010.41,23.69,3.04,NNE,5.92,overcast clouds,10.3,79.8
2021-11-30 02:00:05.257259,28.44,77.82,1009.89,28.02,3.17,NNE,6.03,overcast clouds,10.3,79.8
2021-11-30 03:00:03.182572,28.45,78.23,1009.38,32.28,3.18,NNE,6.14,overcast clouds,10.3,79.8
2021-11-30 04:00:02.963738,28.31,78.27,1009.26,33.24,2.95,NNE,6.05,overcast clouds,10.3,79.8
2021-11-30 05:00:04.890824,28.16,77.48,1009.67,29.85,3.18,NNE,6.39,light rain,10.3,79.8
2021-11-30 06:00:02.984146,28.16,77.25,1010.38,23.9,2.63,NNE,4.54,overcast clouds,10.3,79.8
2021-11-30 07:00:03.126786,28.04,79.0,1011.58,13.9,2.63,NNE,4.54,overcast clouds,10.3,79.8
2021-11-30 08:00:04.635590,28.21,79.9,1012.26,8.23,2.99,NE,3.98,overcast clouds,10.3,79.8
2021-11-30 09:00:03.029688,28.42,79.78,1012.83,3.49,3.35,NE,4.64,overcast clouds,10.3,79.8
2021-11-30 10:00:04.104752,28.76,79.49,1012.66,4.9,3.44,ENE,4.94,overcast clouds,10.3,79.8
2021-11-30 11:00:02.988221,28.88,79.13,1012.37,7.36,3.98,E,5.21,overcast clouds,10.3,79.8
2021-11-30 12:00:02.971109,29.2,77.24,1011.08,18.02,4.07,E,5.27,overcast clouds,10.3,79.8
2021-11-30 13:00:03.188144,29.26,77.89,1010.02,26.94,4.07,E,5.27,overcast clouds,10.3,79.8
2021-11-30 14:00:02.977502,29.41,78.47,1008.85,36.7,3.74,E,5.27,overcast clouds,10.3,79.8
2021-11-30 15:00:03.035484,29.62,78.64,1007.99,43.89,3.53,E,4.73,overcast clouds,10.3,79.8
2021-11-30 16:00:02.496474,29.73,77.93,1007.94,44.28,3.53,E,4.73,overcast clouds,10.3,79.8
2021-11-30 20:00:03.656203,28.99,78.0,1011.22,16.93,3.2,NE,5.51,clear sky,10.3,79.8
2021-11-30 21:00:04.477783,28.77,79.45,1012.22,8.55,2.96,NE,4.97,clear sky,10.3,79.8
2021-12-01 07:06:01.609094,27.8,79.64,1010.68,,3.86,NNE,6.44,clear sky,10.3,79.8
2021-12-01 08:00:04.631649,27.94,79.69,1011.42,15.24,4.39,NNE,6.5,clear sky,10.3,79.8
2021-12-01 09:00:03.337289,28.37,80.23,1011.77,12.35,4.4,NNE,5.69,clear sky,10.3,79.8
2021-12-01 10:00:03.311566,28.68,78.42,1011.7,12.88,4.3,NE,5.19,clear sky,10.3,79.8
2021-12-01 11:00:03.334201,28.99,78.22,1011.05,18.33,4.18,NE,5.05,few clouds,10.3,79.8
2021-12-01 12:00:03.105710,29.34,77.06,1009.67,29.84,4.47,NE,5.33,broken clouds,10.3,79.8
2021-12-01 13:00:04.297858,29.91,74.42,1008.35,40.89,4.4,ENE,5.21,broken clouds,10.3,79.8
2021-12-01 14:00:03.983148,29.28,71.5,1007.77,45.7,4.73,ENE,5.32,broken clouds,10.3,79.8
2021-12-01 15:00:03.345712,28.64,79.96,1007.45,48.36,4.89,ENE,5.52,broken clouds,10.3,79.8
2021-12-01 16:00:02.740551,29.03,78.86,1007.19,50.55,4.47,ENE,5.33,broken clouds,10.3,79.8
2021-12-01 17:00:03.356245,28.59,76.45,1007.9,44.65,4.11,ENE,6.08,broken clouds,10.3,79.8
2021-12-01 18:00:03.200132,28.61,78.62,1008.82,36.92,4.41,ENE,7.53,clear sky,10.3,79.8
2021-12-01 19:00:03.026435,28.52,81.07,1009.84,28.44,3.98,NE,7.21,scattered clouds,10.3,79.8
2021-12-01 20:00:03.079828,29.01,77.77,1010.74,20.82,3.66,NE,7.42,few clouds,10.3,79.8
2021-12-01 21:00:03.232569,29.01,78.63,1011.38,15.56,3.58,NE,7.63,light rain,10.3,79.8
2021-12-01 22:00:04.782093,28.99,75.83,1011.53,14.34,3.26,NE,6.96,few clouds,10.3,79.8
2021-12-01 23:00:03.077528,28.86,77.11,1011.6,13.72,2.56,NNE,4.92,few clouds,10.3,79.8
2021-12-02 00:00:03.021258,28.75,77.01,1011.21,17.03,2.66,NNE,4.32,light rain,10.3,79.8
2021-12-02 01:00:03.013345,28.47,76.89,1010.87,19.87,2.6,NNE,4.27,few clouds,10.3,79.8
2021-12-02 02:00:03.045828,28.39,78.73,1010.12,26.06,2.61,NNE,4.05,moderate rain,10.3,79.8
2021-12-02 03:00:03.102293,28.57,78.09,1009.54,30.91,2.84,N,4.16,scattered clouds,10.3,79.8
2021-12-02 04:00:04.212664,28.59,77.89,1009.17,34.04,3.13,N,4.86,light rain,10.3,79.8
2021-12-02 05:00:03.049555,28.4,77.92,1009.48,31.45,3.39,N,5.6,scattered clouds,10.3,79.8
2021-12-02 06:00:03.031478,28.33,77.9,1010.03,26.81,3.39,N,5.6,scattered clouds,10.3,79.8
2021-12-02 07:00:03.013561,28.31,79.27,1010.86,19.99,3.9,N,6.66,scattered clouds,10.3,79.8
2021-12-02 08:00:03.165915,28.62,79.15,1011.45,15.02,4.54,N,6.28,scattered clouds,10.3,79.8
2021-12-02 09:00:03.065081,28.8,78.57,1011.7,12.9,4.8,N,5.78,scattered clouds,10.3,79.8
2021-12-02 10:00:03.635635,29.29,77.1,1011.57,14.01,4.86,NNE,5.28,scattered clouds,10.3,79.8
2021-12-02 11:00:14.561777,29.51,75.55,1011.02,18.57,4.48,NNE,4.8,scattered clouds,10.3,79.8
2021-12-02 12:00:40.802557,29.4,75.16,1009.87,28.14,4.97,NNE,5.07,overcast clouds,10.3,79.8
2021-12-02 13:00:03.727542,29.49,74.89,1009.0,35.47,5.36,NNE,5.42,overcast clouds,10.3,79.8
2021-12-02 14:00:06.892277,29.32,77.05,1008.2,42.09,5.79,NNE,6.26,overcast clouds,10.3,79.8
2021-12-02 15:00:04.135570,29.44,73.21,1007.89,44.7,6.12,NE,7.23,overcast clouds,10.3,79.8
2021-12-02 16:00:02.438968,29.4,75.03,1007.55,47.55,5.13,NE,7.22,overcast clouds,10.3,79.8
2021-12-02 17:00:02.525714,29.69,72.97,1007.82,45.35,4.15,NE,6.98,overcast clouds,10.3,79.8
2021-12-02 18:00:02.843213,29.41,71.13,1008.39,40.57,4.1,NE,8.36,overcast clouds,10.3,79.8
2021-12-02 19:00:02.939663,29.23,71.89,1009.32,32.79,3.82,NE,8.37,overcast clouds,10.3,79.8
2021-12-02 21:00:03.010614,28.75,73.29,1011.33,16.01,3.21,NNE,7.38,overcast clouds,10.3,79.8
2021-12-02 22:00:03.311266,29.15,73.5,1011.43,15.16,3.07,NNE,7.14,overcast clouds,10.3,79.8
2021-12-02 23:00:03.003507,29.04,74.65,1010.99,18.84,3.0,NNE,6.78,overcast clouds,10.3,79.8
2021-12-03 00:00:03.024228,28.97,75.12,1010.58,22.25,2.87,NNE,5.44,overcast clouds,10.3,79.8
2021-12-03 01:00:03.331504,28.88,75.5,1010.41,23.7,2.85,N,4.81,overcast clouds,10.3,79.8
2021-12-03 02:00:03.227150,28.78,75.67,1009.72,29.45,2.97,N,5.01,broken clouds,10.3,79.8
2021-12-03 03:00:02.969047,28.58,76.02,1009.28,33.11,2.8,N,4.56,broken clouds,10.3,79.8
2021-12-03 04:00:02.965998,28.32,76.38,1008.93,36.01,3.24,N,5.45,broken clouds,10.3,79.8
2021-12-03 05:00:02.972940,28.09,76.92,1009.31,32.86,3.17,N,5.55,broken clouds,10.3,79.8
2021-12-03 06:00:03.335771,28.06,76.53,1009.82,28.59,3.17,NNW,5.4,overcast clouds,10.3,79.8
